step,token_id,token_text,wall_us,n_kv_cells,rss_kb,log_prob,nll,evicted_this_step
2012,19574," Navy",198737297,11749,535328,-0.000234,0.000234,0
2013,596,"'s",198778149,11750,535328,-0.000349,0.000349,0
2014,12876," desire",198817991,11751,535328,-0.000397,0.000397,0
2015,311," to",198857935,11752,535328,-0.000142,0.000142,0
2016,10519," maintain",198900041,11753,535328,-0.000389,0.000389,0
2017,264," a",198944458,11754,535328,-0.000113,0.000113,0
2018,26155," fleet",198989883,11755,535328,-0.000048,0.000048,0
2019,449," with",199030786,11756,535328,-0.000192,0.000192,0
2020,520," at",199070361,11757,535328,-0.000165,0.000165,0
2021,3325," least",199109734,11758,535328,-0.000044,0.000044,0
2022,220," ",199151829,11759,535328,-0.000033,0.000033,0
2023,2031,"70",199193758,11760,535328,-0.000310,0.000310,0
2024,1034," %",199236692,11761,535328,-0.003105,0.003105,0
2025,439," as",199278336,11762,535328,-0.000087,0.000087,0
2026,1690," many",199319301,11763,535328,-0.000196,0.000196,0
2027,6864," capital",199360268,11764,535344,-0.000080,0.000080,0
2028,18198," ships",199402321,11765,535344,-0.000605,0.000605,0
2029,439," as",199445336,11766,535344,-0.000129,0.000129,0
2030,279," the",199487887,11767,535344,-0.000048,0.000048,0
2031,2326," US",199530977,11768,535344,-0.000143,0.000143,0
2032,19574," Navy",199573643,11769,535344,-0.001210,0.001210,0
2033,13,".",199612996,11770,535344,-0.027585,0.027585,0
2034,578," The",199654897,11771,535344,-0.000600,0.000600,0
2035,358," I",199697389,11772,535344,-0.001949,0.001949,0
2036,41,"J",199740761,11773,535344,-0.000324,0.000324,0
2037,45,"N",199783563,11774,535344,-0.001749,0.001749,0
2038,364," '",199827570,11775,535344,-0.001124,0.001124,0
2039,82,"s",199877409,11776,535464,-0.000014,0.000014,0
2040,26155," fleet",199920158,11777,535464,-0.000418,0.000418,0
2041,574," was",199962387,11778,535464,-0.000488,0.000488,0
2042,6319," designed",200004592,11779,535464,-0.000285,0.000285,0
2043,311," to",200047291,11780,535464,-0.000159,0.000159,0
2044,387," be",200087868,11781,535464,-0.000089,0.000089,0
2045,13171," capable",200134064,11782,535464,-0.001407,0.001407,0
2046,315," of",200173931,11783,535464,-0.000190,0.000190,0
2047,11039," fighting",200215859,11784,535464,-0.000046,0.000046,0
2048,264," a",200259489,11785,535464,-0.000460,0.000460,0
2049,1403," two",200302152,11786,535464,-0.000106,0.000106,0
2050,12,"-",200347221,11787,535464,-0.000040,0.000040,0
2051,5383,"ship",200393172,11788,535464,-0.006485,0.006485,0
2052,8209," battle",200435530,11789,535464,-0.000265,0.000265,0
2053,304," in",200477724,11790,535464,-0.000115,0.000115,0
2054,11002," Japanese",200517197,11791,535464,-0.000169,0.000169,0
2055,21160," waters",200560068,11792,535464,-0.000221,0.000221,0
2056,323," and",200602760,11793,535464,-0.000115,0.000115,0
2057,1053," would",200645740,11794,535464,-0.001246,0.001246,0
2058,617," have",200687150,11795,535464,-0.000437,0.000437,0
2059,1027," been",200727529,11796,535464,-0.000142,0.000142,0
2060,279," the",200767630,11797,535464,-0.000181,0.000181,0
2061,7928," largest",200817563,11798,535464,-0.000092,0.000092,0
2062,26155," fleet",200860471,11799,535464,-0.000183,0.000183,0
2063,3596," ever",200903652,11800,535464,-0.000824,0.000824,0
2064,5918," built",200946174,11801,535464,-0.000987,0.000987,0
2065,520," at",200990203,11802,535464,-0.000180,0.000180,0
2066,430," that",201030628,11803,535464,-0.000367,0.000367,0
2067,892," time",201072414,11804,535464,-0.000067,0.000067,0
2068,13,".",201121007,11805,535464,-0.033939,0.033939,0
2069,578," The",201167227,11806,535464,-0.000307,0.000307,0
2070,2955," design",201210313,11807,535464,-0.000482,0.000482,0
2071,315," of",201255662,11808,535464,-0.000375,0.000375,0
2072,279," the",201298209,11809,535464,-0.000123,0.000123,0
2073,25572," battles",201340191,11810,535464,-0.000488,0.000488,0
2074,34322,"hips",201380429,11811,535464,-0.001343,0.001343,0
2075,574," was",201420723,11812,535464,-0.000600,0.000600,0
2076,28160," influenced",201463181,11813,535464,-0.000410,0.000410,0
2077,555," by",201513278,11814,535464,-0.000120,0.000120,0
2078,279," the",201556195,11815,535464,-0.000046,0.000046,0
2079,11002," Japanese",201599049,11816,535464,-0.000227,0.000227,0
2080,19574," Navy",201645368,11817,535464,-0.000258,0.000258,0
2081,596,"'s",201687518,11818,535464,-0.000361,0.000361,0
2082,12876," desire",201728885,11819,535464,-0.000402,0.000402,0
2083,311," to",201772336,11820,535464,-0.000158,0.000158,0
2084,10519," maintain",201811204,11821,535464,-0.000394,0.000394,0
2085,264," a",201849492,11822,535464,-0.000114,0.000114,0
2086,26155," fleet",201887885,11823,535464,-0.000049,0.000049,0
2087,449," with",201923377,11824,535464,-0.000203,0.000203,0
2088,520," at",201962168,11825,535464,-0.000164,0.000164,0
2089,3325," least",202002072,11826,535464,-0.000048,0.000048,0
2090,220," ",202042025,11827,535464,-0.000029,0.000029,0
2091,2031,"70",202082199,11828,535464,-0.000226,0.000226,0
2092,1034," %",202122554,11829,535464,-0.002889,0.002889,0
2093,439," as",202162335,11830,535464,-0.000095,0.000095,0
2094,1690," many",202202334,11831,535464,-0.000209,0.000209,0
2095,6864," capital",202242152,11832,535464,-0.000079,0.000079,0
2096,18198," ships",202282519,11833,535464,-0.000743,0.000743,0
2097,439," as",202322222,11834,535464,-0.000143,0.000143,0
2098,279," the",202361550,11835,535464,-0.000051,0.000051,0
2099,2326," US",202401215,11836,535464,-0.000177,0.000177,0
2100,19574," Navy",202441071,11837,535464,-0.001281,0.001281,0
2101,13,".",202481734,11838,535464,-0.033747,0.033747,0
2102,578," The",202529476,11839,535464,-0.000614,0.000614,0
2103,358," I",202572948,11840,535464,-0.001980,0.001980,0
2104,41,"J",202616566,11841,535464,-0.000356,0.000356,0
2105,45,"N",202660261,11842,535360,-0.001749,0.001749,0
2106,364," '",202703051,11843,535360,-0.000958,0.000958,0
2107,82,"s",202744682,11844,535360,-0.000015,0.000015,0
2108,26155," fleet",202784213,11845,535360,-0.000453,0.000453,0
2109,574," was",202823933,11846,535360,-0.000415,0.000415,0
2110,6319," designed",202863607,11847,535360,-0.000300,0.000300,0
2111,311," to",202903551,11848,535360,-0.000173,0.000173,0
2112,387," be",202944903,11849,535260,-0.000083,0.000083,0
2113,13171," capable",202984878,11850,535260,-0.001472,0.001472,0
2114,315," of",203025733,11851,535260,-0.000235,0.000235,0
2115,11039," fighting",203072362,11852,535260,-0.000048,0.000048,0
2116,264," a",203125346,11853,535360,-0.000492,0.000492,0
2117,1403," two",203168433,11854,535360,-0.000114,0.000114,0
2118,12,"-",203210992,11855,535360,-0.000044,0.000044,0
2119,5383,"ship",203252208,11856,535360,-0.006137,0.006137,0
2120,8209," battle",203292807,11857,535360,-0.000289,0.000289,0
2121,304," in",203333418,11858,535360,-0.000122,0.000122,0
2122,11002," Japanese",203382344,11859,535360,-0.000180,0.000180,0
2123,21160," waters",203424741,11860,535360,-0.000221,0.000221,0
2124,323," and",203473394,11861,535360,-0.000192,0.000192,0
2125,1053," would",203516425,11862,535360,-0.001162,0.001162,0
2126,617," have",203557793,11863,535360,-0.000436,0.000436,0
2127,1027," been",203598071,11864,535360,-0.000141,0.000141,0
2128,279," the",203637974,11865,535360,-0.000194,0.000194,0
2129,7928," largest",203677236,11866,535360,-0.000099,0.000099,0
2130,26155," fleet",203716758,11867,535360,-0.000185,0.000185,0
2131,3596," ever",203756881,11868,535360,-0.000847,0.000847,0
2132,5918," built",203796672,11869,535360,-0.001134,0.001134,0
2133,520," at",203838769,11870,535360,-0.000186,0.000186,0
2134,430," that",203881592,11871,535360,-0.000391,0.000391,0
2135,892," time",203929283,11872,535360,-0.000075,0.000075,0
2136,13,".",203975460,11873,535360,-0.040567,0.040567,0
2137,578," The",204018480,11874,535360,-0.000310,0.000310,0
2138,2955," design",204059574,11875,535360,-0.000390,0.000390,0
2139,315," of",204100425,11876,535360,-0.000384,0.000384,0
2140,279," the",204141182,11877,535272,-0.000124,0.000124,0
2141,25572," battles",204184985,11878,535272,-0.000527,0.000527,0
2142,34322,"hips",204228214,11879,535272,-0.001395,0.001395,0
2143,574," was",204272341,11880,535272,-0.000619,0.000619,0
2144,28160," influenced",204313853,11881,535376,-0.000377,0.000377,0
2145,555," by",204354368,11882,535376,-0.000122,0.000122,0
2146,279," the",204394327,11883,535376,-0.000042,0.000042,0
2147,11002," Japanese",204435651,11884,535376,-0.000231,0.000231,0
2148,19574," Navy",204476379,11885,535376,-0.000264,0.000264,0
2149,596,"'s",204516416,11886,535376,-0.000320,0.000320,0
2150,12876," desire",204557121,11887,535376,-0.000407,0.000407,0
2151,311," to",204596861,11888,535376,-0.000129,0.000129,0
2152,10519," maintain",204636514,11889,535376,-0.000415,0.000415,0
2153,264," a",204676286,11890,535376,-0.000116,0.000116,0
2154,26155," fleet",204716173,11891,535376,-0.000051,0.000051,0
2155,449," with",204757333,11892,535376,-0.000201,0.000201,0
2156,520," at",204797702,11893,535376,-0.000173,0.000173,0
2157,3325," least",204841628,11894,535376,-0.000047,0.000047,0
2158,220," ",204884308,11895,535376,-0.000033,0.000033,0
2159,2031,"70",204927031,11896,535376,-0.000365,0.000365,0
2160,1034," %",204970529,11897,535376,-0.003270,0.003270,0
2161,439," as",205013932,11898,535376,-0.000098,0.000098,0
2162,1690," many",205056645,11899,535376,-0.000205,0.000205,0
2163,6864," capital",205096911,11900,535376,-0.000081,0.000081,0
2164,18198," ships",205141686,11901,535376,-0.000658,0.000658,0
2165,439," as",205184866,11902,535376,-0.000146,0.000146,0
2166,279," the",205228043,11903,535376,-0.000052,0.000052,0
2167,2326," US",205271526,11904,535376,-0.000180,0.000180,0
2168,19574," Navy",205315533,11905,535376,-0.001477,0.001477,0
2169,13,".",205357937,11906,535376,-0.030227,0.030227,0
2170,578," The",205398838,11907,535376,-0.000576,0.000576,0
2171,358," I",205442334,11908,535376,-0.001860,0.001860,0
2172,41,"J",205485148,11909,535376,-0.000397,0.000397,0
2173,45,"N",205527555,11910,535376,-0.001912,0.001912,0
2174,364," '",205568414,11911,535376,-0.001336,0.001336,0
2175,82,"s",205608678,11912,535376,-0.000017,0.000017,0
2176,26155," fleet",205648705,11913,535376,-0.000440,0.000440,0
2177,574," was",205691781,11914,535376,-0.000494,0.000494,0
2178,6319," designed",205734815,11915,535376,-0.000327,0.000327,0
2179,311," to",205779121,11916,535376,-0.000042,0.000042,0
2180,387," be",205822083,11917,535376,-0.000096,0.000096,0
2181,13171," capable",205869505,11918,535376,-0.001551,0.001551,0
2182,315," of",205913885,11919,535464,-0.000205,0.000205,0
2183,11039," fighting",205957042,11920,535464,-0.000053,0.000053,0
2184,264," a",206000770,11921,535464,-0.000499,0.000499,0
2185,1403," two",206050021,11922,535464,-0.000117,0.000117,0
2186,12,"-",206092410,11923,535464,-0.000045,0.000045,0
2187,5383,"ship",206135726,11924,535464,-0.006014,0.006014,0
2188,8209," battle",206179104,11925,535464,-0.000273,0.000273,0
2189,304," in",206220491,11926,535464,-0.000132,0.000132,0
2190,11002," Japanese",206262043,11927,535464,-0.000191,0.000191,0
2191,21160," waters",206305809,11928,535420,-0.000241,0.000241,0
2192,323," and",206351049,11929,535420,-0.000197,0.000197,0
2193,1053," would",206396491,11930,535420,-0.001288,0.001288,0
2194,617," have",206439037,11931,535420,-0.000484,0.000484,0
2195,1027," been",206481803,11932,535420,-0.000149,0.000149,0
2196,279," the",206524894,11933,535420,-0.000220,0.000220,0
2197,7928," largest",206565684,11934,535420,-0.000105,0.000105,0
2198,26155," fleet",206604783,11935,535464,-0.000199,0.000199,0
2199,3596," ever",206646543,11936,535464,-0.000909,0.000909,0
2200,5918," built",206682174,11937,535464,-0.001153,0.001153,0
2201,520," at",206716979,11938,535464,-0.000209,0.000209,0
2202,430," that",206749521,11939,535464,-0.000414,0.000414,0
2203,892," time",206782059,11940,535464,-0.000082,0.000082,0
2204,13,".",206820709,11941,535464,-0.041417,0.041417,0
2205,578," The",206858577,11942,535464,-0.000318,0.000318,0
2206,2955," design",206901171,11943,535464,-0.000328,0.000328,0
2207,315," of",206942825,11944,535464,-0.000408,0.000408,0
2208,279," the",206983025,11945,535464,-0.000150,0.000150,0
2209,25572," battles",207022680,11946,535464,-0.000562,0.000562,0
2210,34322,"hips",207062653,11947,535464,-0.001408,0.001408,0
2211,574," was",207102370,11948,535464,-0.000597,0.000597,0
2212,28160," influenced",207142087,11949,535464,-0.000389,0.000389,0
2213,555," by",207187252,11950,535464,-0.000139,0.000139,0
2214,279," the",207227729,11951,535464,-0.000047,0.000047,0
2215,11002," Japanese",207269398,11952,535464,-0.000238,0.000238,0
2216,19574," Navy",207310130,11953,535464,-0.000278,0.000278,0
2217,596,"'s",207351096,11954,535464,-0.000309,0.000309,0
2218,12876," desire",207395404,11955,535464,-0.000424,0.000424,0
2219,311," to",207436758,11956,535464,-0.000163,0.000163,0
2220,10519," maintain",207478830,11957,535464,-0.000454,0.000454,0
2221,264," a",207519416,11958,535464,-0.000166,0.000166,0
2222,26155," fleet",207560529,11959,535464,-0.000054,0.000054,0
2223,449," with",207603327,11960,535464,-0.000243,0.000243,0
2224,520," at",207645679,11961,535464,-0.000157,0.000157,0
2225,3325," least",207688643,11962,535464,-0.000051,0.000051,0
2226,220," ",207732138,11963,535464,-0.000029,0.000029,0
2227,2031,"70",207775532,11964,535464,-0.000399,0.000399,0
2228,1034," %",207819312,11965,535464,-0.003368,0.003368,0
2229,439," as",207862646,11966,535464,-0.000117,0.000117,0
2230,1690," many",207905491,11967,535464,-0.000233,0.000233,0
2231,6864," capital",207947930,11968,535464,-0.000092,0.000092,0
2232,18198," ships",207990679,11969,535464,-0.000727,0.000727,0
2233,439," as",208032021,11970,535464,-0.000163,0.000163,0
2234,279," the",208072588,11971,535464,-0.000063,0.000063,0
2235,2326," US",208115745,11972,535464,-0.000227,0.000227,0
2236,19574," Navy",208162773,11973,535464,-0.001692,0.001692,0
2237,13,".",208213111,11974,535464,-0.033481,0.033481,0
2238,578," The",208256835,11975,535464,-0.000611,0.000611,0
2239,358," I",208300242,11976,535464,-0.001595,0.001595,0
2240,41,"J",208344840,11977,535464,-0.000392,0.000392,0
2241,45,"N",208390678,11978,535464,-0.002159,0.002159,0
2242,364," '",208433690,11979,535464,-0.001287,0.001287,0
2243,82,"s",208475765,11980,535464,-0.000017,0.000017,0
2244,26155," fleet",208515721,11981,535464,-0.000477,0.000477,0
2245,574," was",208558016,11982,535464,-0.000535,0.000535,0
2246,6319," designed",208599714,11983,535464,-0.000347,0.000347,0
2247,311," to",208640841,11984,535464,-0.000058,0.000058,0
2248,387," be",208681513,11985,535464,-0.000108,0.000108,0
2249,13171," capable",208723101,11986,535464,-0.001635,0.001635,0
2250,315," of",208763964,11987,535464,-0.000321,0.000321,0
2251,11039," fighting",208807379,11988,535464,-0.000056,0.000056,0
2252,264," a",208849622,11989,535464,-0.000590,0.000590,0
2253,1403," two",208892499,11990,535464,-0.000124,0.000124,0
2254,12,"-",208934051,11991,535464,-0.000025,0.000025,0
2255,5383,"ship",208975554,11992,535464,-0.005808,0.005808,0
2256,8209," battle",209016718,11993,535464,-0.000290,0.000290,0
2257,304," in",209061834,11994,535464,-0.000146,0.000146,0
2258,11002," Japanese",209105734,11995,535464,-0.000210,0.000210,0
2259,21160," waters",209149481,11996,535464,-0.000264,0.000264,0
2260,323," and",209193214,11997,535340,-0.000232,0.000232,0
2261,1053," would",209247377,11998,535340,-0.001297,0.001297,0
2262,617," have",209290698,11999,535340,-0.000458,0.000458,0
2263,1027," been",209332655,12000,535340,-0.000168,0.000168,0
2264,279," the",209373125,12001,535340,-0.000230,0.000230,0
2265,7928," largest",209413701,12002,535340,-0.000114,0.000114,0
2266,26155," fleet",209453856,12003,535340,-0.000208,0.000208,0
2267,3596," ever",209495049,12004,535340,-0.001000,0.001000,0
2268,5918," built",209535587,12005,535340,-0.001317,0.001317,0
2269,520," at",209577331,12006,535340,-0.000263,0.000263,0
2270,430," that",209617997,12007,535340,-0.000446,0.000446,0
2271,892," time",209669245,12008,535340,-0.000141,0.000141,0
2272,13,".",209716024,12009,535340,-0.035781,0.035781,0
2273,578," The",209761328,12010,535340,-0.000317,0.000317,0
2274,2955," design",209804348,12011,535340,-0.000294,0.000294,0
2275,315," of",209847694,12012,535464,-0.000388,0.000388,0
2276,279," the",209889962,12013,535464,-0.000166,0.000166,0
2277,25572," battles",209933948,12014,535464,-0.000610,0.000610,0
2278,34322,"hips",209974550,12015,535464,-0.001433,0.001433,0
2279,574," was",210021744,12016,535464,-0.000662,0.000662,0
2280,28160," influenced",210066058,12017,535464,-0.000424,0.000424,0
2281,555," by",210109543,12018,535464,-0.000145,0.000145,0
2282,279," the",210153162,12019,535464,-0.000052,0.000052,0
2283,11002," Japanese",210200010,12020,535464,-0.000235,0.000235,0
2284,19574," Navy",210241409,12021,535464,-0.000288,0.000288,0
2285,596,"'s",210282926,12022,535464,-0.000328,0.000328,0
2286,12876," desire",210323133,12023,535464,-0.000476,0.000476,0
2287,311," to",210365490,12024,535464,-0.000163,0.000163,0
2288,10519," maintain",210409680,12025,535464,-0.000464,0.000464,0
2289,264," a",210455064,12026,535464,-0.000165,0.000165,0
2290,26155," fleet",210498854,12027,535464,-0.000054,0.000054,0
2291,449," with",210540775,12028,535464,-0.000297,0.000297,0
2292,520," at",210584479,12029,535464,-0.000215,0.000215,0
2293,3325," least",210629609,12030,535464,-0.000055,0.000055,0
2294,220," ",210672739,12031,535464,-0.000037,0.000037,0
2295,2031,"70",210716919,12032,535464,-0.000296,0.000296,0
2296,1034," %",210760436,12033,535464,-0.003805,0.003805,0
2297,439," as",210803603,12034,535464,-0.000127,0.000127,0
2298,1690," many",210846963,12035,535464,-0.000254,0.000254,0
2299,6864," capital",210889881,12036,535464,-0.000100,0.000100,0
2300,18198," ships",210930886,12037,535464,-0.000840,0.000840,0
2301,439," as",210974415,12038,535464,-0.000188,0.000188,0
2302,279," the",211021159,12039,535340,-0.000068,0.000068,0
2303,2326," US",211065275,12040,535464,-0.000233,0.000233,0
2304,19574," Navy",211108012,12041,535464,-0.001780,0.001780,0
2305,13,".",211149845,12042,535464,-0.040940,0.040940,0
2306,578," The",211190081,12043,535464,-0.000506,0.000506,0
2307,358," I",211230360,12044,535464,-0.001110,0.001110,0
2308,41,"J",211273638,12045,535464,-0.000396,0.000396,0
2309,45,"N",211316473,12046,535464,-0.002249,0.002249,0
2310,364," '",211361234,12047,535464,-0.001346,0.001346,0
2311,82,"s",211405291,12048,535464,-0.000018,0.000018,0
2312,26155," fleet",211448730,12049,535464,-0.000483,0.000483,0
2313,574," was",211497120,12050,535464,-0.000476,0.000476,0
2314,6319," designed",211541409,12051,535464,-0.000384,0.000384,0
2315,311," to",211584347,12052,535464,-0.000153,0.000153,0
2316,387," be",211625040,12053,535464,-0.000106,0.000106,0
2317,13171," capable",211667027,12054,535464,-0.001625,0.001625,0
2318,315," of",211707353,12055,535464,-0.000344,0.000344,0
2319,11039," fighting",211745059,12056,535464,-0.000059,0.000059,0
2320,264," a",211781038,12057,535464,-0.000552,0.000552,0
2321,1403," two",211815990,12058,535464,-0.000132,0.000132,0
2322,12,"-",211849317,12059,535464,-0.000055,0.000055,0
2323,5383,"ship",211885907,12060,535464,-0.005972,0.005972,0
2324,8209," battle",211920702,12061,535464,-0.000310,0.000310,0
2325,304," in",211958388,12062,535464,-0.000159,0.000159,0
2326,11002," Japanese",211996519,12063,535464,-0.000229,0.000229,0
2327,21160," waters",212036199,12064,535464,-0.000308,0.000308,0
2328,323," and",212078880,12065,535464,-0.000244,0.000244,0
2329,1053," would",212119878,12066,535464,-0.001528,0.001528,0
2330,617," have",212160158,12067,535464,-0.000567,0.000567,0
2331,1027," been",212200031,12068,535464,-0.000179,0.000179,0
2332,279," the",212240101,12069,535464,-0.000270,0.000270,0
2333,7928," largest",212282476,12070,535464,-0.000123,0.000123,0
2334,26155," fleet",212325368,12071,535464,-0.000214,0.000214,0
2335,3596," ever",212370922,12072,535464,-0.001063,0.001063,0
2336,5918," built",212416267,12073,535464,-0.001442,0.001442,0
2337,520," at",212459991,12074,535464,-0.000289,0.000289,0
2338,430," that",212510633,12075,535464,-0.000475,0.000475,0
2339,892," time",212555280,12076,535464,-0.000102,0.000102,0
2340,13,".",212598376,12077,535464,-0.034524,0.034524,0
2341,578," The",212638866,12078,535464,-0.000322,0.000322,0
2342,2955," design",212681300,12079,535464,-0.000321,0.000321,0
2343,315," of",212723540,12080,535464,-0.000396,0.000396,0
2344,279," the",212765915,12081,535464,-0.000160,0.000160,0
2345,25572," battles",212809788,12082,535464,-0.000604,0.000604,0
2346,34322,"hips",212852339,12083,535464,-0.001504,0.001504,0
2347,574," was",212894194,12084,535464,-0.000595,0.000595,0
2348,28160," influenced",212934978,12085,535464,-0.000434,0.000434,0
2349,555," by",212982874,12086,535464,-0.000147,0.000147,0
2350,279," the",213026130,12087,535464,-0.000042,0.000042,0
2351,11002," Japanese",213069558,12088,535464,-0.000262,0.000262,0
2352,19574," Navy",213112738,12089,535464,-0.000310,0.000310,0
2353,596,"'s",213156724,12090,535464,-0.000372,0.000372,0
2354,12876," desire",213200353,12091,535464,-0.000534,0.000534,0
2355,311," to",213241296,12092,535464,-0.000173,0.000173,0
2356,10519," maintain",213285577,12093,535464,-0.000491,0.000491,0
2357,264," a",213330176,12094,535464,-0.000186,0.000186,0
2358,26155," fleet",213377911,12095,535464,-0.000057,0.000057,0
2359,449," with",213421517,12096,535464,-0.000276,0.000276,0
2360,520," at",213464690,12097,535464,-0.000245,0.000245,0
2361,3325," least",213508980,12098,535464,-0.000061,0.000061,0
2362,220," ",213552144,12099,535464,-0.000041,0.000041,0
2363,2031,"70",213592723,12100,535464,-0.000504,0.000504,0
2364,1034," %",213635860,12101,535520,-0.004102,0.004102,0
2365,439," as",213678231,12102,535464,-0.000158,0.000158,0
2366,1690," many",213721853,12103,535464,-0.000304,0.000304,0
2367,6864," capital",213765496,12104,535464,-0.000109,0.000109,0
2368,18198," ships",213808190,12105,535464,-0.000869,0.000869,0
2369,439," as",213849199,12106,535464,-0.000216,0.000216,0
2370,279," the",213891893,12107,535464,-0.000074,0.000074,0
2371,2326," US",213935554,12108,535464,-0.000249,0.000249,0
2372,19574," Navy",213979889,12109,535464,-0.001920,0.001920,0
2373,13,".",214025910,12110,535464,-0.042609,0.042609,0
2374,578," The",214069966,12111,535464,-0.000544,0.000544,0
2375,358," I",214114951,12112,535464,-0.001010,0.001010,0
2376,41,"J",214158134,12113,535464,-0.000371,0.000371,0
2377,45,"N",214200525,12114,535464,-0.002482,0.002482,0
2378,364," '",214241434,12115,535464,-0.001337,0.001337,0
2379,82,"s",214283520,12116,535464,-0.000020,0.000020,0
2380,26155," fleet",214324642,12117,535464,-0.000512,0.000512,0
2381,574," was",214370765,12118,535464,-0.000346,0.000346,0
2382,6319," designed",214412382,12119,535420,-0.000394,0.000394,0
2383,311," to",214453051,12120,535420,-0.000149,0.000149,0
2384,387," be",214492911,12121,535420,-0.000108,0.000108,0
2385,13171," capable",214533320,12122,535420,-0.001735,0.001735,0
2386,315," of",214574613,12123,535420,-0.000356,0.000356,0
2387,11039," fighting",214615096,12124,535420,-0.000065,0.000065,0
2388,264," a",214657425,12125,535420,-0.000617,0.000617,0
2389,1403," two",214698701,12126,535420,-0.000148,0.000148,0
2390,12,"-",214742580,12127,535420,-0.000058,0.000058,0
2391,5383,"ship",214791967,12128,535420,-0.006115,0.006115,0
2392,8209," battle",214838171,12129,535420,-0.000314,0.000314,0
2393,304," in",214882098,12130,535420,-0.000194,0.000194,0
2394,11002," Japanese",214926131,12131,535464,-0.000240,0.000240,0
2395,21160," waters",214969610,12132,535464,-0.000318,0.000318,0
2396,323," and",215012746,12133,535464,-0.000169,0.000169,0
2397,1053," would",215054002,12134,535464,-0.001660,0.001660,0
2398,617," have",215099114,12135,535464,-0.000495,0.000495,0
2399,1027," been",215142671,12136,535464,-0.000190,0.000190,0
2400,279," the",215189726,12137,535464,-0.000198,0.000198,0
2401,7928," largest",215235077,12138,535464,-0.000128,0.000128,0
2402,26155," fleet",215278999,12139,535464,-0.000214,0.000214,0
2403,3596," ever",215322630,12140,535464,-0.001140,0.001140,0
2404,5918," built",215365170,12141,535464,-0.001340,0.001340,0
2405,520," at",215406187,12142,535464,-0.000315,0.000315,0
2406,430," that",215446729,12143,535464,-0.000580,0.000580,0
2407,892," time",215487291,12144,535464,-0.000112,0.000112,0
2408,13,".",215527479,12145,535464,-0.039213,0.039213,0
2409,578," The",215568513,12146,535464,-0.000340,0.000340,0
2410,2955," design",215610159,12147,535464,-0.000427,0.000427,0
2411,315," of",215657667,12148,535464,-0.000438,0.000438,0
2412,279," the",215701481,12149,535464,-0.000181,0.000181,0
2413,25572," battles",215745887,12150,535464,-0.000730,0.000730,0
2414,34322,"hips",215789719,12151,535464,-0.001491,0.001491,0
2415,574," was",215833739,12152,535464,-0.000694,0.000694,0
2416,28160," influenced",215877289,12153,535464,-0.000463,0.000463,0
2417,555," by",215919794,12154,535464,-0.000145,0.000145,0
2418,279," the",215960205,12155,535464,-0.000052,0.000052,0
2419,11002," Japanese",216001107,12156,535464,-0.000285,0.000285,0
2420,19574," Navy",216041985,12157,535464,-0.000317,0.000317,0
2421,596,"'s",216083672,12158,535464,-0.000408,0.000408,0
2422,12876," desire",216126060,12159,535464,-0.000597,0.000597,0
2423,311," to",216167668,12160,535464,-0.000211,0.000211,0
2424,10519," maintain",216208699,12161,535464,-0.000510,0.000510,0
2425,264," a",216252367,12162,535464,-0.000212,0.000212,0
2426,26155," fleet",216296632,12163,535464,-0.000059,0.000059,0
2427,449," with",216339529,12164,535464,-0.000345,0.000345,0
2428,520," at",216382867,12165,535464,-0.000251,0.000251,0
2429,3325," least",216427147,12166,535464,-0.000066,0.000066,0
2430,220," ",216471061,12167,535464,-0.000052,0.000052,0
2431,2031,"70",216517961,12168,535444,-0.000552,0.000552,0
2432,1034," %",216563544,12169,535444,-0.003964,0.003964,0
2433,439," as",216608481,12170,535444,-0.000163,0.000163,0
2434,1690," many",216655573,12171,535444,-0.000338,0.000338,0
2435,6864," capital",216701668,12172,535444,-0.000114,0.000114,0
2436,18198," ships",216746580,12173,535444,-0.000900,0.000900,0
2437,439," as",216790117,12174,535444,-0.000238,0.000238,0
2438,279," the",216836905,12175,535444,-0.000084,0.000084,0
2439,2326," US",216883555,12176,535444,-0.000258,0.000258,0
2440,19574," Navy",216927772,12177,535464,-0.002013,0.002013,0
2441,13,".",216971824,12178,535464,-0.051275,0.051275,0
2442,578," The",217013499,12179,535464,-0.000583,0.000583,0
2443,358," I",217056993,12180,535464,-0.001142,0.001142,0
2444,41,"J",217100773,12181,535464,-0.000383,0.000383,0
2445,45,"N",217145515,12182,535464,-0.002764,0.002764,0
2446,364," '",217189047,12183,535464,-0.001297,0.001297,0
2447,82,"s",217235447,12184,535464,-0.000019,0.000019,0
2448,26155," fleet",217284412,12185,535464,-0.000514,0.000514,0
2449,574," was",217330960,12186,535464,-0.000486,0.000486,0
2450,6319," designed",217375652,12187,535464,-0.000406,0.000406,0
2451,311," to",217422328,12188,535464,-0.000238,0.000238,0
2452,387," be",217466135,12189,535464,-0.000117,0.000117,0
2453,13171," capable",217511888,12190,535464,-0.001795,0.001795,0
2454,315," of",217562829,12191,535464,-0.000336,0.000336,0
2455,11039," fighting",217606890,12192,535464,-0.000069,0.000069,0
2456,264," a",217650042,12193,535464,-0.000601,0.000601,0
2457,1403," two",217692825,12194,535464,-0.000162,0.000162,0
2458,12,"-",217734980,12195,535464,-0.000058,0.000058,0
2459,5383,"ship",217775248,12196,535464,-0.005736,0.005736,0
